Domain,ipinurl,splchar,dots,urllength,urldepth,tinyurl,prefixSuffix,redir,domainAge,domainEnd,dns,label
lovesouls.ru,0,0,0,1,2,0,0,1,0,1,0,1
jett.gator.site,0,0,0,1,0,0,0,0,1,1,1,1
s.id,0,0,0,1,1,0,0,0,1,1,1,1
s.yam.com,0,0,0,1,1,0,0,0,1,1,1,1
po.do,0,0,0,1,1,0,0,0,1,1,1,1
wap.cptmap.vip,0,0,0,1,0,0,0,0,1,1,1,1
sharelink.sn.am,0,0,0,1,1,0,0,0,1,1,1,1
basopkingsantge.ultimatefreehost.in,0,0,0,1,0,0,0,0,1,1,1,1
amaznon.co.jp.rfiwen.cn,0,0,0,1,0,0,0,0,1,1,1,1
firebasestorage.googleapis.com,0,1,1,0,5,1,0,0,1,1,1,1
rmsfcc.com,0,0,0,1,1,0,0,0,0,0,0,1
webdisk.granadoemurahara.com.br,0,0,0,0,1,0,0,0,1,1,1,1
bit.do,0,0,0,1,1,1,0,0,1,1,1,1
monetiza.online-formacionveterinaria.com,0,0,0,1,2,0,1,0,1,1,1,1
unitus.mk.ua,0,0,0,0,11,0,0,0,0,1,0,1
betasuslinkgir.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
deealoff.pro,0,0,0,1,1,0,0,0,0,0,0,1
quip.com,0,0,0,1,2,0,0,0,0,0,0,1
server.nwunjfnyv.cn,0,0,0,1,0,0,0,0,1,1,1,1
globailpage-prodwebex.com,0,0,0,1,0,1,1,0,0,1,0,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
openssea.site,0,0,0,1,0,0,0,0,0,0,0,1
gencon010-my.sharepoint.com,0,0,0,0,5,1,1,0,1,1,1,1
107.172.198.119,0,0,0,1,1,0,0,0,1,1,1,1
urbannetw45ork.ru,0,0,0,1,2,0,0,0,0,1,0,1
sites.google.com,0,0,0,1,2,0,0,0,1,1,1,1
newrydramafestival.co.uk,0,0,0,1,3,0,0,0,0,1,0,1
militarybikers.org,0,0,0,1,1,0,0,0,0,0,0,1
direcot-snbc-co-jp.kaixin032.shop,0,0,0,1,0,0,1,0,1,1,1,1
equalchances.org,0,0,0,1,4,0,0,0,0,0,0,1
chintamanibeachhouse.com,0,0,0,1,2,0,0,0,0,1,0,1
dev.ei-ie.org,0,0,0,1,2,0,1,0,0,0,0,1
oraclemart.com,0,0,0,1,4,1,0,0,0,1,0,1
clouddoc-authorize.firebaseapp.com,0,0,0,1,2,0,1,0,1,1,1,1
bangrove-ad.com,0,0,0,1,0,0,1,0,1,1,1,1
nutralashserum.com,0,1,0,0,5,0,0,0,0,1,0,1
mjaymu1hetizmtl0aa.filesusr.com,0,0,0,0,2,0,0,0,1,1,1,1
me2.kr,0,0,0,1,1,0,0,0,0,1,0,1
gg.gg,0,0,0,1,1,0,0,0,1,1,1,1
actualizaban0954.hostkda.com,0,0,0,1,0,0,0,0,1,1,1,1
demiregalos.com.ar,0,0,0,1,3,0,0,0,1,1,1,1
www5.mceercoarei.com,0,0,0,1,0,0,0,0,1,1,1,1
itechcircle.com,0,0,0,1,0,0,0,0,0,0,0,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
serviciosenlineasbn.com,0,0,0,1,0,0,0,0,0,1,0,1
mail.blogdoaltivo.com.br,0,0,0,1,2,0,0,0,1,1,1,1
aruba.pagamenti-sys.com,0,0,0,1,1,0,1,0,1,1,1,1
18497-2341.s2.webspace.re,0,0,1,1,1,0,1,0,1,1,1,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
netflixloa.temp.swtest.ru,0,0,0,0,4,0,0,0,0,0,0,1
wolf.danswd.com,0,0,0,0,2,0,0,0,1,1,1,1
qusarv.consisavrt.com.br,0,0,0,1,0,1,0,0,1,1,1,1
pil.nxn.mybluehost.me,0,0,0,1,0,0,0,0,0,0,0,1
c0hbz754.caspio.com,0,0,0,1,2,0,0,0,1,1,1,1
adcloudserver.com,0,0,0,1,1,0,0,0,0,0,0,1
linktr.ee,0,0,0,1,1,0,0,0,1,1,1,1
tinyurl.com,0,0,0,1,1,1,0,0,0,0,0,1
grupwa18-tys.wikaba.com,0,0,0,1,0,0,1,0,1,1,1,1
managen.my.id,0,0,0,1,0,0,0,0,1,1,1,1
docs.google.com,0,0,0,0,5,0,0,0,1,1,1,1
csmnvey.com,0,0,0,1,0,0,0,0,0,0,0,1
pbpro3453file.gb.net,0,0,0,0,2,0,0,0,1,1,0,1
h5p.roboticamexico.com.mx,0,1,1,0,2,1,0,0,1,1,1,1
kuchkuchnights.com,0,0,0,1,1,0,0,0,1,1,1,1
vialbcpszonasegurayanapay.yanepay.com,0,0,0,1,0,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
etc-meisai.jp.beypys.cn,0,0,0,1,0,0,1,0,1,1,1,1
forms.office.com,0,0,0,0,2,0,0,0,1,1,1,1
ing-girokonto.sudanltd.com,0,0,0,0,3,0,1,0,1,1,1,1
betterbodynet.acemlnc.com,0,0,0,0,1,0,0,0,1,1,1,1
identification.fr-mescomptesv1.cf,0,0,0,0,2,0,1,0,1,1,1,1
transmancomplain.net,0,0,0,1,2,0,0,0,0,0,0,1
asesoriabarrachina.es,0,0,0,1,4,0,0,0,1,1,1,1
rbcroyalebank.com,0,0,0,1,0,0,0,0,1,1,1,1
resgateponto.me,0,1,0,0,2,0,0,0,0,0,0,1
pips.fkip.ulm.ac.id,0,0,1,1,2,0,0,0,1,1,1,1
calm-bay-082938110.azurestaticapps.net,0,0,0,1,0,0,1,0,1,1,1,1
paancaakswaap.digital,0,0,0,1,1,0,0,0,1,1,1,1
chvers1.cloudns.cl,0,0,0,1,1,0,0,0,1,1,1,1
payment.irs.benefit.marypoesia.com,0,0,0,1,0,0,0,0,1,1,1,1
dzd.rksmb.org,0,0,1,0,5,1,0,0,0,1,0,1
tv4k-magazineluiza.com,0,0,0,1,0,0,1,0,0,0,0,1
mrx77.com,0,0,0,0,6,0,0,0,0,1,0,1
gruposcherman.com.br,0,0,0,1,4,0,0,0,1,1,1,1
proxima-net.com,0,0,0,1,2,1,1,0,0,0,0,1
slowlinebag.jp,0,0,0,0,5,0,0,0,0,1,0,1
siphen.com,0,0,0,1,3,0,0,0,0,1,0,1
p.wpage.cc,0,0,0,1,0,0,0,0,1,1,1,1
mail.trendset.com.ar.ci3.toservers.com,0,0,1,0,4,1,0,0,1,1,1,1
dpd-pl.14526.site,0,0,0,1,0,0,1,0,1,1,1,1
dbs-aos.com,0,0,0,1,0,0,1,0,0,0,0,1
uniswap.seal.finance,0,0,0,1,0,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
rb.gy,0,0,0,1,1,0,0,0,1,1,1,1
megasolar.lk,0,0,0,0,3,0,0,0,1,1,1,1
mail.nipunpharmaskill.com,0,0,0,1,2,0,0,0,1,1,1,1
equalchances.org,0,0,0,1,2,0,0,0,0,0,0,1
vk.com,0,0,1,0,1,0,0,0,0,0,0,1
buyonfiverr.xyz,0,0,0,1,0,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
atriumlandscape-my.sharepoint.com,0,0,0,0,5,1,1,0,1,1,1,1
gtaswansea.org,0,0,0,1,0,0,0,0,0,1,0,1
pichinchaq.byethost4.com,0,0,0,1,0,0,0,0,1,1,1,1
apascentar.net.br,0,0,0,1,2,0,0,0,1,1,1,1
pancakeswap.finance.swapgo.in,0,0,0,1,0,0,0,0,1,1,1,1
hostpoint.ch.17a902ef.tcorner.fr,0,0,0,1,1,0,0,0,1,1,1,1
srnbc-card.com.msovf6.cn,0,0,0,1,2,0,1,0,1,1,1,1
linktr.ee,0,0,0,1,1,0,0,0,1,1,1,1
xrjgh.weebly.com,0,0,0,1,0,0,0,0,1,1,1,1
panelweb-4cae2.web.app,0,1,0,0,2,0,1,0,1,1,1,1
comunicazioniarubait.tumblr.com,0,0,0,0,1,0,0,0,1,1,1,1
pichin-web.ihostfull.com,0,0,0,1,0,0,1,0,1,1,1,1
42.193.110.254,0,0,0,0,3,0,0,0,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,1,2,0,1,0,1,1,1,1
justadde.org,0,0,0,1,2,0,0,0,0,1,0,1
mancomplain.net,0,0,0,1,2,0,0,0,0,0,0,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
sotly.me,0,0,0,1,2,0,0,0,0,0,0,1
community.shrm.org,0,0,0,0,3,0,0,0,0,1,0,1
secure300.inmotionhosting.com,0,0,0,1,3,0,0,0,1,1,1,1
lloydsbank.deregister-payee-secure-auth.com,0,0,0,1,1,0,1,0,1,1,1,1
cubeadministrator.live,0,0,0,1,0,0,0,0,1,1,1,1
walldesign.com.tr,0,0,0,1,3,0,0,0,1,1,1,1
xh140.mjt.lu,0,0,0,0,5,0,0,0,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,0,2,0,1,0,1,1,1,1
mundovirtualhabbo.blogspot.com,0,0,0,1,1,1,0,0,1,1,1,1
spiritotarsogno.com,0,0,0,1,3,0,0,0,0,0,0,1
betasus23.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
bt-telecommunication-105149.square.site,0,0,0,1,0,0,1,0,1,1,1,1
spar-k-ss-nord04.xyz,0,0,0,1,2,0,1,0,1,1,1,1
jam-023d.gitlab.io,0,1,0,0,2,0,1,0,1,1,1,1
vk.com,0,0,1,0,1,0,0,0,0,0,0,1
dhl-tracking-id.com.u1459991.cp.regruhosting.ru,0,0,1,0,2,0,1,0,0,1,0,1
outlook-microsoftlogin98uqwuuw8as.questionpro.com,0,0,0,1,0,0,1,0,1,1,1,1
paypaybank.auvm.xyz,0,0,0,1,0,0,0,0,1,1,1,1
firebasestorage.googleapis.com,0,1,1,0,5,1,0,0,1,1,1,1
goldy-b-jon.000webhostapp.com,0,0,0,1,0,0,1,0,1,1,1,1
realcodashopfreediamonds.freeddns.com,0,0,0,1,2,0,0,0,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,1,2,0,1,0,1,1,1,1
webdisk.granadoemurahara.com.br,0,0,0,0,1,0,0,0,1,1,1,1
house18.info,0,0,0,1,3,0,0,0,0,1,0,1
settingsandprivacy.gq,0,0,0,1,0,0,0,0,1,1,1,1
stolizaparketa.ru,0,1,0,0,7,1,0,0,0,0,0,1
bdxxmg.top,0,0,0,0,1,0,0,0,0,0,0,1
walletsdappconnection.com,0,0,0,1,0,0,0,0,0,0,0,1
linktr.ee,0,0,0,1,1,0,0,0,1,1,1,1
gakrvwufrvhxjaabezdbltlhff-dot-gl44393333333.rj.r.appspot.com,0,0,0,0,0,1,1,0,1,1,1,1
date-in.rf.gd,0,0,0,1,1,0,1,0,1,1,1,1
739360397.soapcoop.com,0,0,0,0,1,0,0,0,1,1,1,1
yun.ir,0,0,0,1,1,0,0,0,1,1,1,1
parknetweb.com,0,0,0,1,1,0,0,0,0,0,0,1
aimocean.top,0,0,0,1,1,0,0,0,0,0,0,1
pcpcontacts.granadoemurahara.com.br,0,0,0,0,1,0,0,0,1,1,1,1
scouts.org.sv,0,0,0,0,2,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
amazon-gcatech.com,0,0,0,1,0,0,1,0,1,1,0,1
yvettelillian.com.au,0,0,0,1,1,0,0,0,1,1,1,1
radioimagem3d.com.br,0,0,0,1,2,0,0,0,1,1,1,1
kh3wfp6f.easy.co,0,0,0,1,0,0,0,0,0,0,0,1
domy-serramenti.it,0,0,0,1,5,0,1,0,1,1,1,1
bgms.cit.net,0,0,0,1,2,0,0,0,1,1,1,1
registrdatapichi.ihostfull.com,0,0,0,1,0,0,0,0,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,1,1,0,1,0,1,1,1,1
login-live-com.office365.qacust1.fpcasbdev.com,0,0,0,1,0,0,1,0,1,1,1,1
hamzabilisim.net,0,0,0,1,2,0,0,0,0,0,0,1
utilizzamps.com,0,0,0,1,0,0,0,0,0,1,0,1
mail.trendset.com.ar.ci3.toservers.com,0,0,1,0,4,1,0,0,1,1,1,1
mancomplain.com,0,0,0,1,2,0,0,0,0,0,0,1
warningshadows.org,0,0,0,1,2,0,0,0,0,1,0,1
storage.googleapis.com,0,0,1,1,2,1,0,0,1,1,1,1
stupefied-ellis.107-174-50-164.plesk.page,0,0,0,1,2,0,1,0,1,1,1,1
bcabankonline.com,0,0,0,1,0,0,0,0,1,1,1,1
itcentralsupport.net,0,0,0,0,4,0,0,0,0,1,0,1
currentlyattserver7767.weebly.com,0,0,0,1,0,0,0,0,1,1,1,1
netservice-upd.tumblr.com,0,0,0,1,0,0,1,0,1,1,1,1
sites.google.com,0,0,0,0,3,0,0,0,1,1,1,1
test.prunescape.com.au,0,0,0,1,0,0,0,0,1,1,1,1
wahed-koudsi2001.github.io,0,0,0,1,1,0,1,0,1,1,1,1
g-mtcc.com,0,0,0,1,2,0,1,0,0,0,0,1
sfrpanel.lws.fr,0,0,0,1,1,0,0,0,1,1,1,1
websupport-updatelog-spk.com,0,0,0,1,1,0,1,0,0,0,0,1
troplamblem.com,0,0,0,1,4,0,0,0,0,0,0,1
marianellame.com.ar,0,0,0,1,3,0,0,0,1,1,1,1
ski-dxb.com,0,0,0,1,4,0,1,0,0,1,0,1
formtools.com,0,0,0,1,2,0,0,0,0,1,0,1
programe-alba.ro,0,0,0,1,2,0,1,0,1,1,1,1
votre.service.client.forfait.orange.mobile.travelforever.co.uk,0,0,1,0,0,0,0,0,0,0,0,1
innoaura.com,0,0,0,1,3,0,0,0,0,1,0,1
kellsougsfrek.byethost17.com,0,0,0,1,0,0,0,0,1,1,1,1
docsharex-authorize.firebaseapp.com,0,0,1,1,1,0,1,0,1,1,1,1
tr.im,0,0,0,1,1,1,0,0,1,0,0,1
sicherheit-spk-psd2.de,0,0,0,1,4,0,1,0,1,1,0,1
line.me.payxo.info,0,0,0,1,0,0,0,0,1,1,1,1
danitraseoexperts.com,0,0,0,1,3,0,0,0,1,1,1,1
contactronin.com,0,0,0,1,0,0,0,0,1,1,1,1
markgoldbach.com,0,0,0,0,5,0,0,0,0,1,0,1
esmaildental.com,0,0,0,1,3,0,0,0,0,0,0,1
autodiscover.sandrsecurity.com,0,0,0,1,0,0,0,0,1,1,1,1
baovesusonglcxt.com,0,0,0,1,2,1,0,0,0,0,0,1
nyehkan.co.vu,0,0,0,1,1,0,0,0,1,1,1,1
bit.do,0,0,0,1,1,1,0,0,1,1,1,1
fralindendre.com,0,0,0,1,2,0,0,0,0,1,0,1
optusnet-com.blogspot.com,0,0,0,1,0,1,1,0,1,1,1,1
top30colombiapp.com,0,0,0,1,3,0,0,0,0,0,0,1
pxlme.me,0,0,0,1,1,0,0,0,0,1,0,1
coolstool.net,0,0,0,1,0,0,0,0,0,0,0,1
marketplace-axiesinifinity.xyz,0,0,0,1,1,0,1,0,1,1,1,1
banistmo.com.frankopro.com,0,0,0,1,0,0,0,0,1,1,1,1
mqu90adytn7.typeform.com,0,0,0,1,2,0,0,0,1,1,1,1
hengkerwibu.duckdns.org,0,0,0,1,0,0,0,0,0,0,0,1
clouddoc-authorize.firebaseapp.com,0,0,1,1,2,0,1,0,1,1,1,1
dpd-pl.741058.space,0,0,0,1,0,0,1,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
70.40.208.244,0,0,0,0,7,0,0,0,1,1,1,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
lloydsbank.secure-personal-device-login.com,0,0,0,1,0,0,1,0,1,1,1,1
222.231.3.128,0,0,0,1,3,0,0,0,1,1,1,1
verifications-informations-clients.com,0,0,0,0,1,0,1,0,0,0,0,1
oavzux.cn,0,0,0,1,0,0,0,0,1,1,0,1
pichinchal.byethost24.com,0,0,0,1,0,0,0,0,1,1,1,1
veryleboncoin.ru,0,0,0,1,0,0,0,0,0,0,0,1
rakutenaal.co.jp.bmcz.net,0,0,0,1,0,0,0,0,1,1,1,1
j6a656akodf.typeform.com,0,0,0,1,2,0,0,0,1,1,1,1
web8975.cweb03.gamingweb.de,0,0,0,1,0,0,0,0,1,1,0,1
cripta.live,0,0,0,1,0,0,0,0,1,1,1,1
alkiamitchell.com,0,0,0,1,1,0,0,0,0,0,0,1
lafise.co,0,0,0,1,0,0,0,0,0,0,0,1
ajudasuporte.brazilsouth.cloudapp.azure.com,0,0,0,1,1,0,0,0,1,1,1,1
cresvin.com,0,0,0,0,6,0,0,0,0,0,0,1
1drv.ms,0,0,0,1,2,0,0,0,1,1,1,1
gawvs.in,0,0,0,0,3,0,0,0,1,1,1,1
u.to,0,0,0,1,1,1,0,0,1,1,1,1
dkbburgschaft.com,0,0,0,0,4,1,0,0,0,0,0,1
mail.codelogist.com,0,0,0,1,3,1,0,0,1,1,1,1
myjcd.vivcde.com,0,0,0,1,0,0,0,0,1,1,1,1
contatoparareparo.cf,0,0,0,0,2,0,0,0,1,1,1,1
s.id,0,0,0,1,1,0,0,0,1,1,1,1
shopee.khogiaodien247.com,0,0,0,1,0,0,0,0,1,1,1,1
co.jp.woatd.cn,0,0,0,1,0,0,0,0,1,1,1,1
lloydbank-secure-customers.com,0,0,0,1,0,0,1,0,1,1,0,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
clouddoc-authorize.firebaseapp.com,0,0,1,1,2,0,1,0,1,1,1,1
e4ra.byethost8.com,0,0,0,1,1,0,0,0,1,1,1,1
dolcevitabymerit.com,0,1,0,0,2,1,0,0,0,1,0,1
ranchosanantonio5m.com,0,0,0,1,2,0,0,0,0,0,0,1
my.texter.pk,0,0,0,1,3,0,0,0,1,1,1,1
google.storagepolicy.com,0,0,0,1,1,0,0,0,1,1,1,1
online.visual-paradigm.com,0,0,0,0,5,0,1,0,1,1,1,1
selector26.gg,0,0,0,1,0,0,0,0,1,1,1,1
copyright-appeal-form-11851951.web.app,0,0,0,1,0,0,1,0,1,1,1,1
services-vodafone.com,0,0,0,1,0,0,1,0,1,1,1,1
50000003794685262.tk,0,0,0,1,1,0,0,0,1,1,1,1
airtrek.com.au,0,0,0,1,1,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
atriumlandscape-my.sharepoint.com,0,0,0,0,5,1,1,0,1,1,1,1
fifohbibou.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
reurl.cc,0,0,0,1,1,0,0,0,0,0,0,1
glomediamarketinginstitute.com,0,0,0,0,1,0,0,0,1,1,1,1
aimacon-update.yfatnb.ga,0,0,0,1,0,0,1,0,1,1,1,1
roccobonheur1-my-cheetah-website-copy.cheetah.builderall.com,0,0,0,0,0,0,1,0,1,1,1,1
morning-cloud-9b80.loginupdatemail.workers.dev,0,1,0,0,0,0,1,0,1,1,1,1
Deregister-unverified-seclloyd.com,0,0,0,1,0,0,1,0,1,1,1,1
secure300.inmotionhosting.com,0,0,0,0,4,0,0,0,1,1,1,1
docs.google.com,0,0,0,0,5,0,0,0,1,1,1,1
sirak.se,0,0,0,0,5,0,0,0,1,1,1,1
promericaltda.com,0,0,0,1,0,0,0,0,0,0,0,1
45.40.130.40,0,0,0,1,2,0,0,0,1,1,1,1
48tlp.codesandbox.io,0,0,0,1,0,0,0,0,1,1,1,1
awss-jp.com,0,0,0,1,0,0,1,0,0,0,0,1
aimocean.top,0,0,0,1,1,0,0,0,0,0,0,1
ojnw.app.link,0,0,0,0,1,0,0,0,1,1,1,1
orange.iobeya.com,0,0,1,0,6,0,0,0,1,1,1,1
wxcefappmobile.com,0,0,0,1,1,0,0,0,1,1,1,1
massaget5456hera.gb.net,0,0,0,1,1,0,0,0,1,1,0,1
docs.google.com,0,0,0,0,5,0,0,0,1,1,1,1
cxmx2020atualizacao.com,0,0,0,1,0,0,0,0,1,1,1,1
estetika2z.com,0,0,0,1,2,0,0,0,0,1,0,1
google.com,0,0,0,0,1,0,0,1,1,1,0,1
learn.kashmirharvard.edu.in,0,0,0,0,4,0,0,0,1,1,1,1
identify.run-us-west2.goorm.io,0,0,0,1,0,0,1,0,1,1,1,1
steamproxy.net,0,0,0,1,2,0,0,0,0,0,0,1
owiagbn.wmsistseg.com.br,0,0,0,1,0,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
theduecfoinv.com,0,0,0,1,1,0,0,0,0,1,0,1
www2.my.job.amcc-jp.com,0,0,0,1,0,0,1,0,1,1,1,1
eclipsevpn-new.com,0,0,0,1,1,0,1,0,0,1,0,1
paypal-me-alessandra-martini.com,0,0,0,1,0,0,1,0,0,1,0,1
dexlerholdings.com,0,0,0,0,5,0,0,0,0,1,0,1
drlalsurgicalhospital.com,0,0,0,1,2,0,0,0,0,1,0,1
webdisk.granadoemurahara.com.br,0,0,0,0,1,0,0,0,1,1,1,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
webgaliciatxt.ihostfull.com,0,0,0,1,0,0,0,0,1,1,1,1
cpcontacts.granadoemurahara.com.br,0,0,0,0,1,0,0,0,1,1,1,1
dukkanplus.com,0,0,0,1,1,0,0,0,0,0,0,1
confrimsfbschelps-scenterpaqemaintenensc.gq,0,0,0,1,0,0,1,0,1,1,1,1
xqhq4.mjt.lu,0,0,0,0,5,0,0,0,1,1,1,1
r2.ddlnk.net,0,0,0,1,2,0,0,0,1,1,1,1
govkn.knorish.com,0,0,0,1,2,0,0,0,1,1,1,1
mail.connexion-service.com,0,0,0,1,1,0,1,0,1,1,1,1
urlth.me,0,0,0,1,1,0,0,0,0,0,0,1
mms.tucsonhispanicchamber.net,0,0,0,0,4,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
rlink.vn,0,0,0,1,1,0,0,0,1,1,1,1
elektro-live.de,0,0,0,1,1,0,1,0,1,1,0,1
airbrakes-my.sharepoint.com,0,0,0,0,5,1,1,0,1,1,1,1
santz.com.br,0,1,0,1,2,0,0,0,1,1,1,1
bruno-genthial.mykajabi.com,0,0,0,0,1,0,1,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
s.id,0,0,0,1,1,0,0,0,1,1,1,1
abnmart.co.in,0,0,0,1,1,1,0,0,1,1,1,1
clubeamigosdopedrosegundo.com.br,0,1,1,0,2,0,0,0,1,1,1,1
pastelink.net,0,0,0,1,1,0,0,0,1,1,1,1
ebay-diskussion-forum-t1-de.22web.org,0,0,0,1,0,0,1,0,0,1,0,1
zoovita.kz,0,1,0,1,2,0,0,0,1,1,0,1
resbet.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
sites.google.com,0,0,0,1,2,0,0,0,1,1,1,1
liongear.com,0,0,0,0,7,0,0,0,0,0,0,1
docs.google.com,0,0,0,0,5,0,0,0,1,1,1,1
jp.mzerocaiiri.com,0,0,0,1,0,0,0,0,1,1,1,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
f2s5icu.cn,0,0,0,1,1,0,0,0,1,1,0,1
co.jp.w1490.cn,0,0,0,1,0,0,0,0,1,1,1,1
inpost-pl.859433.space,0,0,0,1,0,0,1,0,1,1,1,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
12mak.trk.elasticemail.com,0,0,0,0,2,0,0,0,1,1,1,1
caixa.reativarapelido.app,0,0,0,1,0,0,0,0,1,1,1,1
104thphoenix.com,0,1,1,0,8,1,0,0,0,0,0,1
lubmvv.cn,0,0,0,1,2,0,0,0,1,1,0,1
surveyheart.com,0,0,0,1,2,1,0,0,0,0,0,1
amanzn.co.jp.ocxybad.cn,0,0,1,1,2,0,0,0,1,1,1,1
morioka9.com,0,0,0,1,2,1,0,0,0,0,0,1
ghorana.com,0,0,0,1,3,0,0,0,0,0,0,1
celtabets2020.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
4pjqi.skipdns.link,0,0,0,0,5,0,0,0,1,1,1,1
fzbfhn.webwave.dev,0,0,0,1,0,0,0,0,1,1,1,1
communitytrustbnk.com,0,0,0,1,0,0,0,0,1,1,1,1
artemisbetguncel.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
info.7tc2vz.cn,0,0,0,1,1,0,0,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
website.bookmymatm.in,0,0,0,1,2,0,0,0,1,1,1,1
wp03-dev.innoryz.com,0,0,0,1,2,0,1,0,1,1,1,1
homefairbd.com,0,0,0,1,2,0,0,0,1,1,1,1
srilakshmiengg.com,0,0,0,0,4,0,0,0,0,1,0,1
docsharex-authorize.firebaseapp.com,0,0,1,1,1,0,1,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
joingroupdewasasimontox.zyns.com,0,0,0,1,0,0,0,0,1,1,1,1
sconsumer.e-pagos.cl,0,0,0,1,1,0,1,0,1,1,1,1
r27ny6f.cn,0,0,0,1,2,0,0,0,1,1,0,1
l.wl.co,0,0,1,0,1,0,0,1,0,0,0,1
bitly.com,0,0,0,1,1,1,0,0,0,0,0,1
aainacreation.co.in,0,0,0,0,2,0,0,0,1,1,1,1
blanchevetements.com,0,0,0,1,1,0,0,0,1,1,1,1
f.ls,0,0,0,1,1,0,0,0,1,1,1,1
casoamarillox949.byethost14.com,0,0,0,1,1,0,0,0,1,1,1,1
btbroadyy02983pp.boxmode.io,0,0,0,1,0,0,0,0,1,1,1,1
reurl.cc,0,0,0,1,1,0,0,0,0,0,0,1
stevemaddenshoe.net,0,0,0,1,0,0,0,0,0,0,0,1
goldvipescort.es,0,0,0,1,2,0,0,0,1,1,1,1
forms.gle,0,0,0,1,1,0,0,0,1,1,1,1
smbc-login.net,0,0,0,1,2,0,1,0,0,0,0,1
bhd-leon-do.eshost.com.ar,0,0,0,1,0,1,1,0,1,1,1,1
mail.patsywaks.com,0,0,0,1,1,0,0,0,1,1,1,1
perfectlybuilt.ca,0,0,0,0,3,0,0,0,0,0,0,1
ht.ly,0,0,0,1,1,0,0,0,1,1,1,1
bit.ly,0,0,0,1,1,1,0,0,1,1,1,1
btconnect-secure2021.weebly.com,0,0,0,0,8,0,1,0,1,1,1,1
my2ktop.company.site,0,0,0,1,0,0,0,0,1,1,1,1
mp3cut2342win.ru,0,0,0,0,2,0,0,0,0,0,0,1
impulseauction.top,0,0,0,1,2,0,0,0,0,0,0,1
linktr.ee,0,0,0,1,1,0,0,0,1,1,1,1
betasusgiris11.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
celtabet2.blogspot.com,0,0,0,1,0,1,0,0,1,1,1,1
new-devicehelp.com,0,0,0,1,0,0,1,0,1,1,1,1
netflixloa.temp.swtest.ru,0,0,0,0,4,0,0,0,0,0,0,1
direct_smbc_co_jp.njmqix.work,0,0,0,1,0,0,0,0,1,1,1,1
web8991.cweb02.gamingweb.de,0,0,0,1,0,0,0,0,1,1,0,1
cpcalendars.granadoemurahara.com.br,0,0,0,0,1,0,0,0,1,1,1,1
franckpilier23-my-cheetah-website-copy.cheetah.builderall.com,0,0,0,0,0,0,1,0,1,1,1,1
sites.google.com,0,0,0,1,3,0,0,0,1,1,1,1
server.v6066x8.cn,0,0,0,1,1,0,0,0,1,1,1,1
meremanovegabana.website2.me,0,0,0,1,0,0,0,0,0,0,0,1
bradesco.bloqueio-acesso.com,0,0,0,0,1,0,1,0,1,1,1,1
lloydsbank.online-security-auth-verify.com,0,0,0,1,1,0,1,0,1,1,1,1
greatmusica.com,0,0,0,1,2,0,0,0,0,0,0,1
avispichinchwe.byethost18.com,0,0,0,1,0,0,0,0,1,1,1,1
madeinluis067.byethost33.com,0,0,0,1,0,0,0,0,1,1,1,1
